1525754700000,0.83820000,0.84090000,0.83818000,0.84000000,62322.30000000,1525755599999,52299.03991850,71,45521.61000000,38202.58580370,0
1525755600000,0.84000000,0.84000000,0.82998000,0.83199000,254084.07000000,1525756499999,211866.40545630,685,91741.73000000,76389.12191020,0
1525756500000,0.83198000,0.83420000,0.83004000,0.83306000,86486.76000000,1525757399999,71984.24517700,194,70684.14000000,58827.57212120,0
1525757400000,0.83121000,0.83485000,0.83107000,0.83449000,93382.43000000,1525758299999,77738.38951180,156,66028.21000000,54991.30279470,0
1525758300000,0.83073000,0.83280000,0.82900000,0.83110000,173730.48000000,1525759199999,144279.15563040,367,119792.17000000,99496.62636590,0
1525759200000,0.83032000,0.83699000,0.82474000,0.83309000,351003.79000000,1525760099999,290644.87864190,498,292607.68000000,242269.06419800,0
1525760100000,0.83310000,0.83637000,0.82590000,0.83275000,162125.68000000,1525760999999,134882.19575130,226,73089.22000000,60844.25503040,0
1525761000000,0.83094000,0.83347000,0.82667000,0.82714000,84887.19000000,1525761899999,70407.20117230,167,32706.84000000,27112.06683770,0
1525761900000,0.82893000,0.83001000,0.82714000,0.82846000,72025.01000000,1525762799999,59700.73644140,145,56793.56000000,47093.42764540,0
1525762800000,0.82850000,0.83184000,0.82846000,0.82871000,70419.25000000,1525763699999,58423.29583830,139,34304.00000000,28473.76151220,0
1525763700000,0.82871000,0.83600000,0.82859000,0.83032000,93786.03000000,1525764599999,77944.85094050,177,61965.81000000,51515.63080440,0
1525764600000,0.83024000,0.83192000,0.82850000,0.83080000,29469.84000000,1525765499999,24449.54646400,93,4097.87000000,3403.92629540,0
1525765500000,0.83079000,0.83188000,0.82958000,0.82962000,61625.04000000,1525766399999,51216.25998130,110,28653.97000000,23830.37847560,0
1525766400000,0.82962000,0.83176000,0.82866000,0.82980000,20547.68000000,1525767299999,17056.16880210,105,10722.89000000,8901.39547290,0
1525767300000,0.82940000,0.83170000,0.82940000,0.83170000,71456.82000000,1525768199999,59321.61422880,126,29246.11000000,24289.55490480,0
1525768200000,0.83118000,0.83247000,0.82949000,0.83184000,64795.24000000,1525769099999,53890.71744240,139,59305.47000000,49331.94833090,0
1525769100000,0.83200000,0.83260000,0.83020000,0.83086000,71235.04000000,1525769999999,59178.67916800,128,17369.23000000,14442.46006170,0
1525770000000,0.83245000,0.83250000,0.82040000,0.82499000,183703.01000000,1525770899999,151920.39378700,441,76535.05000000,63254.25066640,0
1525770900000,0.82109000,0.82677000,0.81918000,0.82000000,173077.48000000,1525771799999,142222.60713770,368,50825.52000000,41848.96461960,0
1525771800000,0.82003000,0.82083000,0.81300000,0.81310000,208533.96000000,1525772699999,170178.85531220,615,55910.75000000,45700.50283750,0
1525772700000,0.81302000,0.81750000,0.80600000,0.81720000,291910.84000000,1525773599999,237089.93763310,607,155589.03000000,126462.33364610,0
1525773600000,0.81720000,0.82090000,0.81000000,0.81778000,226869.28000000,1525774499999,185392.45246650,255,122090.99000000,99809.57837170,0
1525774500000,0.81883000,0.82300000,0.81500000,0.81748000,267367.02000000,1525775399999,219223.71618240,278,26087.71000000,21405.77350970,0
1525775400000,0.81748000,0.81750000,0.81112000,0.81530000,147464.20000000,1525776299999,119892.03755970,235,71324.33000000,58007.22700410,0
1525776300000,0.81309000,0.81766000,0.81308000,0.81500000,107778.73000000,1525777199999,87874.31715920,133,22614.30000000,18449.27694790,0
1525777200000,0.81515000,0.81518000,0.80950000,0.80984000,195496.25000000,1525778099999,158807.16135810,216,49419.82000000,40251.64211750,0
1525778100000,0.80987000,0.81199000,0.80500000,0.80681000,220199.08000000,1525778999999,177950.38440280,642,122861.13000000,99359.08308090,0
1525779000000,0.80695000,0.81000000,0.80474000,0.80564000,159946.53000000,1525779899999,129069.43983470,344,86832.98000000,70163.32344360,0
1525779900000,0.80564000,0.80882000,0.80284000,0.80284000,455735.72000000,1525780799999,366867.68294570,428,347029.27000000,279389.72898870,0
1525780800000,0.80284000,0.80330000,0.79200000,0.79723000,889818.37000000,1525781699999,709154.99356060,1604,386872.26000000,308386.93130490,0
1525781700000,0.79732000,0.80424000,0.79356000,0.79922000,299894.83000000,1525782599999,239657.99537630,522,125766.26000000,100547.83806090,0
1525782600000,0.79922000,0.80176000,0.79543000,0.79800000,297621.47000000,1525783499999,237588.49904920,477,142397.70000000,113761.60699090,0
1525783500000,0.79801000,0.80557000,0.79578000,0.80381000,182963.21000000,1525784399999,146684.92195930,349,85610.56000000,68531.02878770,0
1525784400000,0.80381000,0.80950000,0.80228000,0.80695000,202669.94000000,1525785299999,163356.52865570,316,116379.86000000,93732.38737870,0
1525785300000,0.80695000,0.80796000,0.80000000,0.80150000,183974.11000000,1525786199999,147614.51708320,299,107585.90000000,86264.71577080,0
1525786200000,0.80150000,0.80582000,0.80000000,0.80062000,102303.74000000,1525787099999,82054.75330860,230,36348.13000000,29166.87282530,0
1525787100000,0.80200000,0.80308000,0.79800000,0.79969000,177880.49000000,1525787999999,142316.84943870,307,114504.05000000,91679.42339810,0
1525788000000,0.79969000,0.80732000,0.79802000,0.80527000,192643.65000000,1525788899999,154824.60199930,277,79251.21000000,63563.24954570,0
1525788900000,0.80530000,0.81198000,0.80437000,0.81190000,168973.64000000,1525789799999,136614.45979380,264,137005.89000000,110770.83346390,0
1525789800000,0.81180000,0.81198000,0.80343000,0.80519000,166367.08000000,1525790699999,134576.26870750,294,25863.69000000,20872.45380210,0
1525790700000,0.80519000,0.80690000,0.80100000,0.80667000,100183.63000000,1525791599999,80638.06021580,149,28660.59000000,23089.03997970,0
1525791600000,0.80502000,0.80825000,0.80328000,0.80788000,55332.32000000,1525792499999,44598.48990180,104,9856.93000000,7953.87162340,0
1525792500000,0.80779000,0.80879000,0.80236000,0.80564000,81297.88000000,1525793399999,65511.34644160,104,36563.32000000,29505.90269710,0
1525793400000,0.80400000,0.80626000,0.80236000,0.80410000,95571.06000000,1525794299999,76860.78821320,167,85222.83000000,68544.74216520,0
1525794300000,0.80367000,0.80977000,0.80367000,0.80797000,98954.78000000,1525795199999,79822.86643620,168,87774.24000000,70803.85266850,0
1525795200000,0.80803000,0.80985000,0.80278000,0.80676000,74802.87000000,1525796099999,60286.82592500,170,14200.27000000,11455.27731520,0
1525796100000,0.80600000,0.80600000,0.80280000,0.80302000,72413.52000000,1525796999999,58179.22669810,119,14948.77000000,12018.41463560,0
1525797000000,0.80302000,0.80498000,0.80000000,0.80093000,214540.78000000,1525797899999,172261.91951750,190,30943.04000000,24868.49954830,0
1525797900000,0.80093000,0.80264000,0.79802000,0.79998000,126018.02000000,1525798799999,100825.82427160,192,41043.87000000,32857.55207310,0
1525798800000,0.79998000,0.80268000,0.79990000,0.80100000,92951.20000000,1525799699999,74431.79436630,166,78399.98000000,62785.50107150,0
1525799700000,0.80100000,0.80420000,0.79770000,0.80300000,123413.60000000,1525800599999,98930.14666820,136,33505.14000000,26916.86438820,0
1525800600000,0.80212000,0.80419000,0.80110000,0.80180000,14642.16000000,1525801499999,11758.75808430,60,5820.83000000,4676.87016040,0
1525801500000,0.80180000,0.80287000,0.80066000,0.80100000,53419.24000000,1525802399999,42811.30898120,143,30616.54000000,24543.16541720,0
1525802400000,0.80196000,0.80334000,0.79330000,0.79562000,164742.83000000,1525803299999,131364.16710780,282,32195.93000000,25767.11507970,0
1525803300000,0.79562000,0.80799000,0.79399000,0.80799000,122453.36000000,1525804199999,98118.26497710,281,77966.13000000,62435.72599030,0
1525804200000,0.80796000,0.81298000,0.80348000,0.80973000,158866.55000000,1525805099999,128546.54603830,398,50712.97000000,41071.04858520,0
1525805100000,0.80726000,0.81200000,0.80516000,0.80805000,91905.87000000,1525805999999,74303.32889090,172,66488.75000000,53783.47654550,0
1525806000000,0.80805000,0.81360000,0.80720000,0.81288000,101947.04000000,1525806899999,82801.20589380,250,38243.25000000,31039.91613340,0
1525806900000,0.81119000,0.81500000,0.80928000,0.81102000,81532.44000000,1525807799999,66279.78583930,162,56149.40000000,45683.02209990,0
1525807800000,0.81004000,0.81453000,0.80888000,0.80888000,26179.91000000,1525808699999,21239.21123950,82,4398.78000000,3575.35415470,0
1525808700000,0.80677000,0.81490000,0.80677000,0.81306000,68374.78000000,1525809599999,55517.33250360,153,46248.52000000,37573.25189730,0
1525809600000,0.81306000,0.81580000,0.81200000,0.81278000,80453.96000000,1525810499999,65435.03611620,168,57417.00000000,46707.53921690,0
1525810500000,0.81278000,0.81524000,0.80860000,0.80860000,103493.58000000,1525811399999,83897.46879100,159,66040.57000000,53509.68713860,0
1525811400000,0.80861000,0.81374000,0.80860000,0.80865000,107919.29000000,1525812299999,87529.20011090,127,36409.34000000,29515.11928690,0
1525812300000,0.80865000,0.81014000,0.80470000,0.80520000,62202.05000000,1525813199999,50168.10640010,174,17166.98000000,13848.81811510,0
1525813200000,0.80520000,0.81008000,0.80440000,0.80480000,54261.72000000,1525814099999,43834.25139570,131,40174.02000000,32488.53791680,0
