1690848000000,8.86400000,8.90700000,8.59000000,8.69900000,259863.78000000,1690862399999,2270761.79839000,9951,120691.99000000,1054027.10471000,0
1690862400000,8.69200000,8.81000000,8.67700000,8.78800000,129893.89000000,1690876799999,1137046.96399000,3977,75109.31000000,657468.09773000,0
1690876800000,8.78900000,8.82800000,8.78200000,8.79300000,161425.95000000,1690891199999,1421548.07134000,3741,66097.87000000,582146.17464000,0
1690891200000,8.79700000,8.82100000,8.63200000,8.75000000,251537.14000000,1690905599999,2198911.56386000,6791,109023.45000000,953409.78838000,0
1690905600000,8.75400000,8.87200000,8.71900000,8.85400000,123888.32000000,1690919999999,1090135.11455000,4511,72559.06000000,638817.56272000,0
1690920000000,8.85500000,8.99000000,8.82100000,8.98000000,143509.98000000,1690934399999,1277705.05555000,4658,77975.52000000,694671.59002000,0
1690934400000,8.98100000,9.02500000,8.94100000,8.94100000,131455.46000000,1690948799999,1181715.04259000,4732,65798.42000000,591571.35632000,0
1690948800000,8.94200000,8.95000000,8.88400000,8.89600000,80304.02000000,1690963199999,716479.97443000,2659,32326.02000000,288434.38494000,0
1690963200000,8.89300000,8.92100000,8.86500000,8.92100000,106236.23000000,1690977599999,944577.95401000,3627,50272.57000000,446990.01238000,0
1690977600000,8.92200000,8.96600000,8.78800000,8.83600000,263969.33000000,1690991999999,2344882.14732000,7788,126223.62000000,1121574.80227000,0
1690992000000,8.83500000,8.86300000,8.69000000,8.77500000,200291.45000000,1691006399999,1756265.45030000,6496,103875.11000000,911044.22612000,0
1691006400000,8.77500000,8.80800000,8.68200000,8.71700000,115589.00000000,1691020799999,1011221.89473000,3341,43927.29000000,384335.81959000,0
1691020800000,8.71400000,8.74600000,8.65200000,8.71600000,77461.97000000,1691035199999,674208.47856000,2724,40858.95000000,355726.12354000,0
1691035200000,8.71800000,8.73700000,8.65800000,8.66400000,123048.37000000,1691049599999,1071060.22557000,2853,69287.49000000,603129.77761000,0
1691049600000,8.66400000,8.70900000,8.60900000,8.70500000,153176.34000000,1691063999999,1326263.02305000,4395,57504.80000000,497981.42929000,0
1691064000000,8.70400000,8.78100000,8.66600000,8.71000000,112724.38000000,1691078399999,982763.21552000,3715,54086.49000000,471741.75907000,0
1691078400000,8.71000000,8.74800000,8.67100000,8.72800000,91057.34000000,1691092799999,792904.62790000,3372,47663.05000000,415139.54815000,0
1691092800000,8.72800000,8.76300000,8.58500000,8.61600000,179608.19000000,1691107199999,1553283.49990000,5698,69862.74000000,604265.48057000,0
1691107200000,8.61600000,8.65000000,8.58100000,8.62900000,94817.85000000,1691121599999,817606.00110000,2772,45240.94000000,390182.61866000,0
1691121600000,8.63000000,8.64500000,8.58200000,8.61000000,67925.26000000,1691135999999,584860.44525000,2729,31518.47000000,271410.68037000,0
1691136000000,8.60900000,8.65300000,8.56500000,8.58500000,127840.83000000,1691150399999,1100786.32129000,3811,53974.13000000,464911.34151000,0
1691150400000,8.58400000,8.68200000,8.56800000,8.64000000,144371.55000000,1691164799999,1246051.15295000,4154,76080.93000000,656796.97027000,0
1691164800000,8.64000000,8.66400000,8.42800000,8.51800000,208795.49000000,1691179199999,1781824.91294000,6915,85797.89000000,731804.23986000,0
1691179200000,8.51400000,8.54000000,8.37100000,8.47900000,210980.45000000,1691193599999,1781509.79269000,7317,106043.63000000,895521.37120000,0
1691193600000,8.47900000,8.48400000,8.40600000,8.43400000,76662.23000000,1691207999999,647152.23137000,2401,35307.32000000,298017.40066000,0
1691208000000,8.43400000,8.44100000,8.36800000,8.39500000,93415.91000000,1691222399999,784682.81669000,2951,46715.29000000,392482.72708000,0
1691222400000,8.39600000,8.45300000,8.38800000,8.40900000,123111.78000000,1691236799999,1037503.13707000,3257,63520.94000000,535367.98583000,0
1691236800000,8.41000000,8.46300000,8.38400000,8.45000000,168937.40000000,1691251199999,1422670.07058000,4065,99607.25000000,839016.28891000,0
1691251200000,8.45000000,8.52700000,8.42100000,8.49800000,132516.28000000,1691265599999,1124402.31099000,3703,62146.03000000,527285.83958000,0
1691265600000,8.49700000,8.54100000,8.49200000,8.50700000,71054.91000000,1691279999999,605007.35734000,2414,30883.90000000,262949.67102000,0
1691280000000,8.50800000,8.56500000,8.49100000,8.54000000,97376.91000000,1691294399999,830147.39632000,3214,48156.97000000,410609.80556000,0
1691294400000,8.54000000,8.58200000,8.53500000,8.55300000,65679.18000000,1691308799999,561948.51618000,2502,32963.64000000,282034.48465000,0
1691308800000,8.55200000,8.58400000,8.49400000,8.53700000,124618.68000000,1691323199999,1064240.62971000,3571,62723.72000000,535697.90373000,0
1691323200000,8.53400000,8.54100000,8.44900000,8.47200000,121677.95000000,1691337599999,1032919.59209000,3441,67740.22000000,574996.39143000,0
1691337600000,8.47200000,8.51700000,8.45200000,8.48000000,56706.19000000,1691351999999,481432.26834000,2236,23701.49000000,201256.55251000,0
1691352000000,8.48100000,8.54800000,8.46900000,8.48600000,87860.86000000,1691366399999,746911.56973000,2964,50071.13000000,425635.58099000,0
1691366400000,8.49000000,8.59200000,8.45900000,8.55400000,100650.87000000,1691380799999,859701.99621000,2975,54608.64000000,466493.55273000,0
1691380800000,8.55500000,8.57400000,8.47600000,8.50500000,99726.30000000,1691395199999,850346.74612000,2780,54501.90000000,464757.76655000,0
1691395200000,8.50500000,8.52900000,8.46300000,8.50900000,78162.11000000,1691409599999,664217.69650000,2953,33965.11000000,288633.29947000,0
1691409600000,8.50800000,8.52500000,8.39200000,8.41500000,173562.83000000,1691423999999,1468166.77555000,5657,87201.53000000,738345.74761000,0
